"Code","value","Planar","Transect","Rugosity","Urchin","Micro","PF","Depth","year","Site","Taxon","genus","morphology","class","kg_m2_yr"
"ORFR",105.9701493,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",100,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",4.47761194,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",86.56716418,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",138.8059701,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",125.3731343,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",110.4477612,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",11.94029851,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",37.31343284,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"ORFR",46.26865672,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Orbicella franksi","Orbicella","massive","HC",9.0636
"POA",2.985074627,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",34.32835821,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",22.3880597,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",13.43283582,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",28.35820896,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",4.47761194,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",2.985074627,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",20.89552239,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",38.80597015,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",11.94029851,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",4.47761194,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",10.44776119,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",59.70149254,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",20.89552239,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",23.88059701,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",7.462686567,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",40.29850746,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",31.34328358,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",29.85074627,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",5.970149254,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",5.970149254,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",20.89552239,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",7.462686567,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",19.40298507,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",14.92537313,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",14.92537313,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",8.955223881,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",2.985074627,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",22.3880597,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",35.82089552,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",14.92537313,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",8.955223881,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",20.89552239,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",7.462686567,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POA",37.31343284,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Porites astreoides","Porites","submassive","HC",6.3221
"POP",7.462686567,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Porites porites","Porites","branching","HC",42.48
"PSS",4.47761194,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",4.47761194,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",61.19402985,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",41.79104478,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",61.19402985,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",25.37313433,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",132.8358209,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",10.44776119,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",4.47761194,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",44.7761194,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",29.85074627,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",37.31343284,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",14.92537313,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",138.8059701,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",8.955223881,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"PSS",38.80597015,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Pseudodiploria strigosa","Pseudodiploria","massive","HC",5.34
"SD",1e-05,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Sand","Sand",NA,"S",0
"SD",1e-05,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Sand","Sand",NA,"S",0
"SD",1e-05,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Sand","Sand",NA,"S",0
"SD",1e-05,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Sand","Sand",NA,"S",0
"SD",14.92537313,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Sand","Sand",NA,"S",0
"SD",100,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Sand","Sand",NA,"S",0
"SP",2.985074627,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",5.970149254,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",23.88059701,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",16.41791045,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",2.985074627,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",2.985074627,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",2.985074627,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",4.47761194,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"SP",4.47761194,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Sponge","Sponge",NA,"OTH",0
"STI",31.34328358,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Stephanocoenia intersepta","Stephanocoenia","submassive","HC",8.74016
"STI",2.985074627,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Stephanocoenia intersepta","Stephanocoenia","submassive","HC",8.74016
"TF",7.462686567,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",4.47761194,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",14.92537313,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",4.47761194,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",86.56716418,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",28.35820896,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",56.71641791,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",13.43283582,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",19.40298507,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",52.23880597,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",23.88059701,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",58.20895522,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",13.43283582,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",29.85074627,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",38.80597015,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",29.85074627,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",8.955223881,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",89.55223881,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",29.85074627,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",43.28358209,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",77.6119403,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",2.985074627,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",2.985074627,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",7.462686567,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",50.74626866,10.33,2,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",61.19402985,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",14.92537313,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",7.462686567,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",7.462686567,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",17.91044776,10.16,1,1.494005906,0,0.358561417,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",17.91044776,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",5.970149254,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",47.76119403,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",2.985074627,10.15,6,1.495477833,0.06088,0.35891468,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",2.985074627,9.72,5,1.561635802,0.0032,0.350101235,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",5.970149254,9.13,4,1.662552026,0.00044,0.399012486,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
"TF",22.3880597,9.76,3,1.469419167,0,0.349192943,3.012,"deep",2022,"FGB","Turf algae","Turf",NA,"TF",0
